"WSNAME","YEAR","MONTHNUM","FILENAME"
"Babile Cacatu sulula",2017,4,"Babile_Cacatu_sulula__3_NDVI_mean.tif"
"Babile Cacatu sulula",2017,6,"Babile_Cacatu_sulula__5_NDVI_mean.tif"
"Babile Cacatu sulula",2017,10,"Babile_Cacatu_sulula__9_NDVI_mean.tif"
"Babile Cacatu sulula",2017,11,"Babile_Cacatu_sulula__10_NDVI_mean.tif"
"Babile Cacatu sulula",2017,12,"Babile_Cacatu_sulula__11_NDVI_mean.tif"
"Babile Cacatu sulula",2018,4,"Babile_Cacatu_sulula__15_NDVI_mean.tif"
"Babile Cacatu sulula",2018,6,"Babile_Cacatu_sulula__17_NDVI_mean.tif"
"Babile Cacatu sulula",2018,10,"Babile_Cacatu_sulula__21_NDVI_mean.tif"
"Babile Cacatu sulula",2018,11,"Babile_Cacatu_sulula__22_NDVI_mean.tif"
"Babile Cacatu sulula",2018,12,"Babile_Cacatu_sulula__23_NDVI_mean.tif"
"Babile Cacatu sulula",2019,4,"Babile_Cacatu_sulula__27_NDVI_mean.tif"
"Babile Cacatu sulula",2019,6,"Babile_Cacatu_sulula__29_NDVI_mean.tif"
"Babile Cacatu sulula",2019,10,"Babile_Cacatu_sulula__33_NDVI_mean.tif"
"Babile Cacatu sulula",2019,11,"Babile_Cacatu_sulula__34_NDVI_mean.tif"
"Babile Cacatu sulula",2019,12,"Babile_Cacatu_sulula__35_NDVI_mean.tif"
"Babile Cacatu sulula",2020,4,"Babile_Cacatu_sulula__39_NDVI_mean.tif"
"Babile Cacatu sulula",2020,6,"Babile_Cacatu_sulula__41_NDVI_mean.tif"
"Babile Cacatu sulula",2020,10,"Babile_Cacatu_sulula__45_NDVI_mean.tif"
"Babile Cacatu sulula",2020,11,"Babile_Cacatu_sulula__46_NDVI_mean.tif"
"Babile Cacatu sulula",2020,12,"Babile_Cacatu_sulula__47_NDVI_mean.tif"
"Babile Cacatu sulula",2021,4,"Babile_Cacatu_sulula__51_NDVI_mean.tif"
"Babile Cacatu sulula",2021,6,"Babile_Cacatu_sulula__53_NDVI_mean.tif"
"Babile Cacatu sulula",2021,10,"Babile_Cacatu_sulula__57_NDVI_mean.tif"
"Babile Cacatu sulula",2021,11,"Babile_Cacatu_sulula__58_NDVI_mean.tif"
"Babile Cacatu sulula",2021,12,"Babile_Cacatu_sulula__59_NDVI_mean.tif"
"Babile Cacatu sulula",2022,4,"Babile_Cacatu_sulula__63_NDVI_mean.tif"
"Babile Cacatu sulula",2022,6,"Babile_Cacatu_sulula__65_NDVI_mean.tif"
"Babile Cacatu sulula",2022,10,"Babile_Cacatu_sulula__69_NDVI_mean.tif"
"Babile Cacatu sulula",2022,11,"Babile_Cacatu_sulula__70_NDVI_mean.tif"
"Babile Cacatu sulula",2022,12,"Babile_Cacatu_sulula__71_NDVI_mean.tif"
"Babile Cacatu sulula",2023,4,"Babile_Cacatu_sulula__75_NDVI_mean.tif"
"Babile Cacatu sulula",2023,6,"Babile_Cacatu_sulula__77_NDVI_mean.tif"
"Babile Cacatu sulula",2023,10,"Babile_Cacatu_sulula__81_NDVI_mean.tif"
"Babile Cacatu sulula",2023,11,"Babile_Cacatu_sulula__82_NDVI_mean.tif"
"Babile Cacatu sulula",2023,12,"Babile_Cacatu_sulula__83_NDVI_mean.tif"
"Babile Guutoo",2017,4,"Babile_Guutoo__3_NDVI_mean.tif"
"Babile Guutoo",2017,6,"Babile_Guutoo__5_NDVI_mean.tif"
"Babile Guutoo",2017,10,"Babile_Guutoo__9_NDVI_mean.tif"
"Babile Guutoo",2017,11,"Babile_Guutoo__10_NDVI_mean.tif"
"Babile Guutoo",2017,12,"Babile_Guutoo__11_NDVI_mean.tif"
"Babile Guutoo",2018,4,"Babile_Guutoo__15_NDVI_mean.tif"
"Babile Guutoo",2018,6,"Babile_Guutoo__17_NDVI_mean.tif"
"Babile Guutoo",2018,10,"Babile_Guutoo__21_NDVI_mean.tif"
"Babile Guutoo",2018,11,"Babile_Guutoo__22_NDVI_mean.tif"
"Babile Guutoo",2018,12,"Babile_Guutoo__23_NDVI_mean.tif"
"Babile Guutoo",2019,4,"Babile_Guutoo__27_NDVI_mean.tif"
"Babile Guutoo",2019,6,"Babile_Guutoo__29_NDVI_mean.tif"
"Babile Guutoo",2019,10,"Babile_Guutoo__33_NDVI_mean.tif"
"Babile Guutoo",2019,11,"Babile_Guutoo__34_NDVI_mean.tif"
"Babile Guutoo",2019,12,"Babile_Guutoo__35_NDVI_mean.tif"
"Babile Guutoo",2020,4,"Babile_Guutoo__39_NDVI_mean.tif"
"Babile Guutoo",2020,6,"Babile_Guutoo__41_NDVI_mean.tif"
"Babile Guutoo",2020,10,"Babile_Guutoo__45_NDVI_mean.tif"
"Babile Guutoo",2020,11,"Babile_Guutoo__46_NDVI_mean.tif"
"Babile Guutoo",2020,12,"Babile_Guutoo__47_NDVI_mean.tif"
"Babile Guutoo",2021,4,"Babile_Guutoo__51_NDVI_mean.tif"
"Babile Guutoo",2021,6,"Babile_Guutoo__53_NDVI_mean.tif"
"Babile Guutoo",2021,10,"Babile_Guutoo__57_NDVI_mean.tif"
"Babile Guutoo",2021,11,"Babile_Guutoo__58_NDVI_mean.tif"
"Babile Guutoo",2021,12,"Babile_Guutoo__59_NDVI_mean.tif"
"Babile Guutoo",2022,4,"Babile_Guutoo__63_NDVI_mean.tif"
"Babile Guutoo",2022,6,"Babile_Guutoo__65_NDVI_mean.tif"
"Babile Guutoo",2022,10,"Babile_Guutoo__69_NDVI_mean.tif"
"Babile Guutoo",2022,11,"Babile_Guutoo__70_NDVI_mean.tif"
"Babile Guutoo",2022,12,"Babile_Guutoo__71_NDVI_mean.tif"
"Babile Guutoo",2023,4,"Babile_Guutoo__75_NDVI_mean.tif"
"Babile Guutoo",2023,6,"Babile_Guutoo__77_NDVI_mean.tif"
"Babile Guutoo",2023,10,"Babile_Guutoo__81_NDVI_mean.tif"
"Babile Guutoo",2023,11,"Babile_Guutoo__82_NDVI_mean.tif"
"Babile Guutoo",2023,12,"Babile_Guutoo__83_NDVI_mean.tif"
"Gursum Wara Ali",2017,4,"Gursum_Wara_Ali__3_NDVI_mean.tif"
"Gursum Wara Ali",2017,6,"Gursum_Wara_Ali__5_NDVI_mean.tif"
"Gursum Wara Ali",2017,10,"Gursum_Wara_Ali__9_NDVI_mean.tif"
"Gursum Wara Ali",2017,11,"Gursum_Wara_Ali__10_NDVI_mean.tif"
"Gursum Wara Ali",2017,12,"Gursum_Wara_Ali__11_NDVI_mean.tif"
"Gursum Wara Ali",2018,4,"Gursum_Wara_Ali__15_NDVI_mean.tif"
"Gursum Wara Ali",2018,6,"Gursum_Wara_Ali__17_NDVI_mean.tif"
"Gursum Wara Ali",2018,10,"Gursum_Wara_Ali__21_NDVI_mean.tif"
"Gursum Wara Ali",2018,11,"Gursum_Wara_Ali__22_NDVI_mean.tif"
"Gursum Wara Ali",2018,12,"Gursum_Wara_Ali__23_NDVI_mean.tif"
"Gursum Wara Ali",2019,4,"Gursum_Wara_Ali__27_NDVI_mean.tif"
"Gursum Wara Ali",2019,6,"Gursum_Wara_Ali__29_NDVI_mean.tif"
"Gursum Wara Ali",2019,10,"Gursum_Wara_Ali__33_NDVI_mean.tif"
"Gursum Wara Ali",2019,11,"Gursum_Wara_Ali__34_NDVI_mean.tif"
"Gursum Wara Ali",2019,12,"Gursum_Wara_Ali__35_NDVI_mean.tif"
"Gursum Wara Ali",2020,4,"Gursum_Wara_Ali__39_NDVI_mean.tif"
"Gursum Wara Ali",2020,6,"Gursum_Wara_Ali__41_NDVI_mean.tif"
"Gursum Wara Ali",2020,10,"Gursum_Wara_Ali__45_NDVI_mean.tif"
"Gursum Wara Ali",2020,11,"Gursum_Wara_Ali__46_NDVI_mean.tif"
"Gursum Wara Ali",2020,12,"Gursum_Wara_Ali__47_NDVI_mean.tif"
"Gursum Wara Ali",2021,4,"Gursum_Wara_Ali__51_NDVI_mean.tif"
"Gursum Wara Ali",2021,6,"Gursum_Wara_Ali__53_NDVI_mean.tif"
"Gursum Wara Ali",2021,10,"Gursum_Wara_Ali__57_NDVI_mean.tif"
"Gursum Wara Ali",2021,11,"Gursum_Wara_Ali__58_NDVI_mean.tif"
"Gursum Wara Ali",2021,12,"Gursum_Wara_Ali__59_NDVI_mean.tif"
"Gursum Wara Ali",2022,4,"Gursum_Wara_Ali__63_NDVI_mean.tif"
"Gursum Wara Ali",2022,6,"Gursum_Wara_Ali__65_NDVI_mean.tif"
"Gursum Wara Ali",2022,10,"Gursum_Wara_Ali__69_NDVI_mean.tif"
"Gursum Wara Ali",2022,11,"Gursum_Wara_Ali__70_NDVI_mean.tif"
"Gursum Wara Ali",2022,12,"Gursum_Wara_Ali__71_NDVI_mean.tif"
"Gursum Wara Ali",2023,4,"Gursum_Wara_Ali__75_NDVI_mean.tif"
"Gursum Wara Ali",2023,6,"Gursum_Wara_Ali__77_NDVI_mean.tif"
"Gursum Wara Ali",2023,10,"Gursum_Wara_Ali__81_NDVI_mean.tif"
"Gursum Wara Ali",2023,11,"Gursum_Wara_Ali__82_NDVI_mean.tif"
"Gursum Wara Ali",2023,12,"Gursum_Wara_Ali__83_NDVI_mean.tif"
"Babile Qabanawa sulula",2017,4,"Babile_Qabanawa_sulula__3_NDVI_mean.tif"
"Babile Qabanawa sulula",2017,6,"Babile_Qabanawa_sulula__5_NDVI_mean.tif"
"Babile Qabanawa sulula",2017,10,"Babile_Qabanawa_sulula__9_NDVI_mean.tif"
"Babile Qabanawa sulula",2017,11,"Babile_Qabanawa_sulula__10_NDVI_mean.tif"
"Babile Qabanawa sulula",2017,12,"Babile_Qabanawa_sulula__11_NDVI_mean.tif"
"Babile Qabanawa sulula",2018,4,"Babile_Qabanawa_sulula__15_NDVI_mean.tif"
"Babile Qabanawa sulula",2018,6,"Babile_Qabanawa_sulula__17_NDVI_mean.tif"
"Babile Qabanawa sulula",2018,10,"Babile_Qabanawa_sulula__21_NDVI_mean.tif"
"Babile Qabanawa sulula",2018,11,"Babile_Qabanawa_sulula__22_NDVI_mean.tif"
"Babile Qabanawa sulula",2018,12,"Babile_Qabanawa_sulula__23_NDVI_mean.tif"
"Babile Qabanawa sulula",2019,4,"Babile_Qabanawa_sulula__27_NDVI_mean.tif"
"Babile Qabanawa sulula",2019,6,"Babile_Qabanawa_sulula__29_NDVI_mean.tif"
"Babile Qabanawa sulula",2019,10,"Babile_Qabanawa_sulula__33_NDVI_mean.tif"
"Babile Qabanawa sulula",2019,11,"Babile_Qabanawa_sulula__34_NDVI_mean.tif"
"Babile Qabanawa sulula",2019,12,"Babile_Qabanawa_sulula__35_NDVI_mean.tif"
"Babile Qabanawa sulula",2020,4,"Babile_Qabanawa_sulula__39_NDVI_mean.tif"
"Babile Qabanawa sulula",2020,6,"Babile_Qabanawa_sulula__41_NDVI_mean.tif"
"Babile Qabanawa sulula",2020,10,"Babile_Qabanawa_sulula__45_NDVI_mean.tif"
"Babile Qabanawa sulula",2020,11,"Babile_Qabanawa_sulula__46_NDVI_mean.tif"
"Babile Qabanawa sulula",2020,12,"Babile_Qabanawa_sulula__47_NDVI_mean.tif"
"Babile Qabanawa sulula",2021,4,"Babile_Qabanawa_sulula__51_NDVI_mean.tif"
"Babile Qabanawa sulula",2021,6,"Babile_Qabanawa_sulula__53_NDVI_mean.tif"
"Babile Qabanawa sulula",2021,10,"Babile_Qabanawa_sulula__57_NDVI_mean.tif"
"Babile Qabanawa sulula",2021,11,"Babile_Qabanawa_sulula__58_NDVI_mean.tif"
"Babile Qabanawa sulula",2021,12,"Babile_Qabanawa_sulula__59_NDVI_mean.tif"
"Babile Qabanawa sulula",2022,4,"Babile_Qabanawa_sulula__63_NDVI_mean.tif"
"Babile Qabanawa sulula",2022,6,"Babile_Qabanawa_sulula__65_NDVI_mean.tif"
"Babile Qabanawa sulula",2022,10,"Babile_Qabanawa_sulula__69_NDVI_mean.tif"
"Babile Qabanawa sulula",2022,11,"Babile_Qabanawa_sulula__70_NDVI_mean.tif"
"Babile Qabanawa sulula",2022,12,"Babile_Qabanawa_sulula__71_NDVI_mean.tif"
"Babile Qabanawa sulula",2023,4,"Babile_Qabanawa_sulula__75_NDVI_mean.tif"
"Babile Qabanawa sulula",2023,6,"Babile_Qabanawa_sulula__77_NDVI_mean.tif"
"Babile Qabanawa sulula",2023,10,"Babile_Qabanawa_sulula__81_NDVI_mean.tif"
"Babile Qabanawa sulula",2023,11,"Babile_Qabanawa_sulula__82_NDVI_mean.tif"
"Babile Qabanawa sulula",2023,12,"Babile_Qabanawa_sulula__83_NDVI_mean.tif"
"Chinakson Ali Elemo",2017,4,"Chinakson_Ali_Elemo__3_NDVI_mean.tif"
"Chinakson Ali Elemo",2017,6,"Chinakson_Ali_Elemo__5_NDVI_mean.tif"
"Chinakson Ali Elemo",2017,10,"Chinakson_Ali_Elemo__9_NDVI_mean.tif"
"Chinakson Ali Elemo",2017,11,"Chinakson_Ali_Elemo__10_NDVI_mean.tif"
"Chinakson Ali Elemo",2017,12,"Chinakson_Ali_Elemo__11_NDVI_mean.tif"
"Chinakson Ali Elemo",2018,4,"Chinakson_Ali_Elemo__15_NDVI_mean.tif"
"Chinakson Ali Elemo",2018,6,"Chinakson_Ali_Elemo__17_NDVI_mean.tif"
"Chinakson Ali Elemo",2018,10,"Chinakson_Ali_Elemo__21_NDVI_mean.tif"
"Chinakson Ali Elemo",2018,11,"Chinakson_Ali_Elemo__22_NDVI_mean.tif"
"Chinakson Ali Elemo",2018,12,"Chinakson_Ali_Elemo__23_NDVI_mean.tif"
"Chinakson Ali Elemo",2019,4,"Chinakson_Ali_Elemo__27_NDVI_mean.tif"
"Chinakson Ali Elemo",2019,6,"Chinakson_Ali_Elemo__29_NDVI_mean.tif"
"Chinakson Ali Elemo",2019,10,"Chinakson_Ali_Elemo__33_NDVI_mean.tif"
"Chinakson Ali Elemo",2019,11,"Chinakson_Ali_Elemo__34_NDVI_mean.tif"
